"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6f364cf733eb5cd33b104_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1674206861292x255705811156776700%252FScreenshot%252520from%2525202023-01-20%25252016-27-22.jpeg","Excel Formularizer","A tool to generate excel formulas.","Productivity","35",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c7146833775c392d23fbd7_og-image.png","Twitter Bio Generator","Generate your next Twitter bio in seconds","Social Media","35",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a215068a9a094c4ce8779a_awesome-chatgpt-prompts.png","Awesome ChatGPT prompts","This repo includes ChatGPT promt curation to use ChatGPT better","Prompt Guides","35","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abfb3641f149815caed_63ac82a5fdf77f9740856365_Screenshot%2520(88).png","PEECH","Use AI for automatic video editing","Video Editing","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d0204aeee683480cb41cea_bIxmau2Rb6vmi4UFqvVwneirhS8j9FJVwrnZxSBv6XeHSrbQf7viLkLs9uIY6-L81ybEFv5ckODkrZa22L1TPSbsZBA%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","GPT2Markdown","Export your conversations with ChatGPT","Chat","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b7220241f41bbd894844c6_og-image.png","SlidesAI","Create engaging, professional slides for presentations.","Copywriting","34","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac2b6a3a0711be30c93_63b30fd7a439d13cad9d3da0_unnamed%2520(1).jpeg","Promptheus","Use your voice to talk to ChatGPT","Chat","34","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e5e30f3dcb4c62e3824f04_Screenshot-2-9-2023-10.24.00%20PM.png","Textbuddy","Analyzes and improves your spelling, grammar, and readability","Copywriting","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec9905cd8774acba21c1a_sms-ad.png","ARTi","A tool to generate unique images.","Generative Art","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c1ab62dee61430b7fd1030_it2Lxn3l_400x400.jpg","Godly","Combine GPT-3 with your own added information to get personalize results","Chat","34","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812de0c42364f997e4ba8_5RBoMQbpjVGhXfRgFbiUZcbcI8A.jpeg","CAMIRA","AI-powered suite of apps to help photographers and videographers","Image Improvement","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab18664b68e3dd2eb39_63b074fcb3e37552973607e6_Screenshot%2520(109).png","Boomy","AI-powered music automation tool","Music","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab25adbfcb2afe42072_63b30eb5886ff43b4300d6a6_unnamed.jpeg","ChatGPT for Chrome","Chome extension for ChatGPT","Chat","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a319e643d531ee707e5_steveai__homeogimage_new.png","Steve AI","AI-powered video creation tool","Text-To-Video","34",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef22f8dcc1453319f0b6f7_aiprm-logo.jpeg","AIPRM","A Google Chrome Extension for seo, marketing, art, SaaS, programming chatgpt prompts.","Marketing","33","Prompt Guides"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00c5ba1ad81148c1abf_khbjth0AxLYjz8E74iSUkuFssohsIG5qIQ-8x0PXOieEm0wm-g98OFFS0TURr6-381CsKGI7iSxahUKm6PcyoV4rxHClvZ67UA.png","Thing Translator","Take a picture and Google's AI will tell you what it is","Image Scanning","33","Translation"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee47e45c676762c9c218_wordfixerbot_avatar.png","WordfixerBot","AI paraphrasing tool","Copywriting","33","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c8615a69891a375d74bccd_Screenshot-1-18-2023-12.49.37%20PM.png","Eightify","AI-powered summaries for YouTube videos","Productivity","33","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e795d2e7f321d24decbd_VbsduM7ZyJufR8Pl5gM3MYKFwA.png","Magick","A platform to build applications without coding.","Productivity","33",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a9eeb7e58a5dd75822657c_og-img.png","Cascadeur","3D keyframe animation","Motion Capture","33","Generative Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a7df5beb8ef24a846bd66a_ai-generator-5b369549c18db720948596d93b04316a6741c8ce955553a343431049a115ebdb.jpeg","MarbleFlows","AI-generated forms to convert more leads","Generative Code","33","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d978795d5d72c91382d334_Screenshot-1-31-2023-12.22.08%20PM.png","Mindgrasp","AI-powered tool to help users learn faster and better understand course material.","Research","33","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b3000e500f9baa99d93d8d_preview.jpeg","Anime AI","AI Anime Picture Generator","Generative Art","33","Avatar"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b05fcad68348f0d01fd7f5_birdland_elements-fs8.png","Looka","AI-powered logo and brand builder","Marketing","33","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba2e1266ceada1e2787_dall-e-2-og.jpeg","DALL-E (OpenAI)","The Original AI Image Generator","Generative Art","32","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00c4da4a32dd3f184be_splash_4x3.jpeg","Luma AI","Scan real world items into 3D images (Using modern NeRF technology)","Image Scanning","32","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb1dc05bb3ee4fe9414b4a_63c6f39a0166901f6deb971f_2-p-800.png","Decktopus","ChatGPT Prompts for Your Next Launch","Prompt Guides","32",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c6b661e5538af63997_cdb0312a-abb3-4880-a549-af4c6223e3b3_Supermeme_Twitter_Card_876_438_px_png.png","Supermeme.ai","An AI-powered meme generator","For Fun","32","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e6c0ff15508843e09349e9_booom-logo.4dbb4100.png","Booom.ai","AI trivia game generator","For Fun","32","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d02f7d9e8158c3d81c90f1_adaptiv.png","Adaptiv Academy","AI assisted career mentoring","Self-Improvement","32",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c2ab4d656ab3e44fb5_cartoonizer-cover.jpeg","Pandora Avatars","Avatar generation app to make fun images with your own face","Avatar","32","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb20c91fe6f56e1d428457_600x200.jpg","Clips AI","Automatically repurpose long-form video or audio content into social media clips","Social Media","32",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c832c82f26af5f16510c91_auri-ai-assistant-iphone-app.jpeg","Auri.AI","AI Writing Assistant to Help You Write Faster and Smarter","Translation","32","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f803605a49f2a6dd38f_preview.png","Green Screen AI","Change the background of any image","Image Improvement","32",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6f36129084d4e41a567d5_63a3e5240bd706447a842580_Jounce%2520social%2520graph.png","Jounce","A copywriting solution to create content quickly.","Copywriting","32",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c54398cb9cf12b4a46_og.png","Huberman AI","Timestamped YouTube links and answers to science and health related questions","Self-Improvement","31","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940e17a94bb31c120bbf_og_2022-V1.png","Runway","Video editing tool with AI background remover and more","Video Editing","31","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4bac17f71c956936c166_63bdb02d876352390bda05ad_GohKO0vt_400x400.jpeg","Waymark","Generate videos based on your brand","Generative Video","31","Text-To-Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c7146833775c392d23fbd7_og-image.png","Email Helper","Email generator that enables users to quickly generate business emails","Copywriting","30","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63def8a457870d0e6904cd05_batchgpt-6f53e5af8e85341ee5a639ef402b3fa0e79a895e36e178905bea275cd8e8093a.png","BatchGPT","Quickly process, analyze, and generate content data.","Productivity","30","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cab53557f05fcf7fce73_AI-Reality-web-1.jpeg","AI Reality","Experience Augmented Reality from text","Generative Video","30","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00b9fd05826990c5ab6_620d386acf1b61fec39b06c6_otter-og-image-02.png","Otter.ai","AI voice-to-text - Virtual note-taker","Speech-To-Text","30","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf1e0079ef0d19885e7aff_cropped-logo-transparent480px.png","Free AI Detector","AI Content Detector","AI Detection","30",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd8769b2e58425aa0eb_OG_GoCharlie_homepage.jpeg","GoCharlie","An all-in-one content marketing tool","Copywriting","30","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b922cb463cfb06778e4_63ba60f6076d7536df62fb95_Screenshot%2520(141).png","Cookup AI","An ongoing list of ChatGPT prompts","Aggregators","30","Prompt Guides"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63eec98fccb7456ca2996933_ogimage.png","Upscayl","A open-source image upscaler for MacOS, Linux, and Windows.","Image Improvement","30",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab6c80be9658e06518d_63adf19713fcc8f1e923a88e_Screenshot%2520(94).png","Flair","Add your product to any background","Generative Art","30","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a3b9d816e18661fb083cdc_thumbnail.png","Melville App","A.I. Powered Podcast Copywriter","Speech-To-Text","30","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccecbbb88e2900e61db9e_639bc5a25ba1ad78518d928c_Screenshot%2520(38).png","QuillBot AI","AI Writer, Content Generator & Writing Assistant","Copywriting","30","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c59e700eda4961e86b6c0e_dog_hero_homepage.jpg","ARTSMART AI","AI-powered image tool for creative fun and business purposes","Generative Art","30",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e5e0446b13b4d213ac778a_620b02c0c292cf333e9c9628_Promotion%2520image.png","Laxis","Real-time transcription audio to text","Speech-To-Text","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed500362b15fab6f7e787e_5QZQMvdwnAMtzr2kQjumdy6194lIo8yKXQYMHpZ-SmHM5EKM5GKgc5mWEKEmhFvEv9lhLMszlhFVrU54AVo8D-oCYA%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","writeGPT","A Google Chrome Extension to add GPT3.5 capabilities on any website and prompt writing helper.","Prompt Guides","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a27d400e7817fa9fa98_content-repurposing-repurpose-io-video-podcast-youtube-facebook-tiktok-twitter-instagram-linkedin-content-marketing-automation-social-media.png","Repurpose.io","Repurposing platform for video and audio creators","Social Media","29","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f79d6834868e685c36c_og-image-ai-host.jpeg","LiveReacting","Virtual host that autonomously entertains and educates your audience","Generative Video","29","Avatar"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a23b59844de908ec87a82d_63a2175054d1eba2a8275435_Screenshot%2520(47).png","Magic AI Avatars","AI Avatar / Profile Pic Generator","Avatar","29","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f3e79743c697402c472234_og-image.png","Rem BG","A background remover tool.","Image Improvement","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00b6ca2452b57cf6bbb_634e2322ba6592f9b19b11be_Homepage%2520Social%2520Share.jpeg","Jasper","AI tool for writing marketing sales copy and blog content","Copywriting","29","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812bc90bcb849fc9d063b_juice-automated-content-marketing-for-all.png","Juice","AI-powered content marketing tool to optimize SEO","Copywriting","29","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aae0496e9bee2562756_63b5ddba6b3b9bcc9365e816_eb9001.webp","AI Portrait Generator","AI Avatar / Portrait Generator","Generative Art","29","Avatar"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812bfb6b93ed4fd42b0e6_Ls0uO0A0pHZTzmBxwiXxYW6WcT1NTx1_hfpY2n8IjAHUAKiG3-yLXaprRSo_--QZK-cwFKqyM1YCCapxoJxz015umG66lZxnN0sTvBoz9dVPosB6l5QLJGp_hPvMkDlUX4wnrvkS9c0Q5Mmvo4UsbiGFfwKvu7sh5bUB6JhCKLjoVmeW4_3fuMAqoCnKWM09N3ByydROMycr4Mu6U3sl1-ndObUwY6iiV6B6RiAX5KodY7RjNfBqgkQrl0chnVO45nWNnbC14x_m12qbaBjK2rmD1j7qo17azMTN01QU54jhr0-vLoT2hCU4vBKWIHx_D858WftE8Ixbgef5WOQPwQ.jpeg","Chatlive AI Bot (Telegram)","GPT-3 directly inside of Telegram","Chat","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1e4f121408874a4d57fb6_Screenshot-2-6-2023-9.43.06%20PM.png","Humata","Upload documents and then ask it questions","Chat","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dcb7256af447939d241_1200x630wa.png","Moji","All-in-one AI tool for iOs","Copywriting","29","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e02c3ee4e25f049d119eda_beepbooply-v2-thumbnail.png","beepbooply","Text-to-speech tool with over 80 languages, 120 accents, and 900 voices","Text-To-Speech","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abf8664b60f96d2ec09_63a4db0e799105ad2aa476e8_originality.AI-400.png","Originality.AI","Scans content to determine if it was generated with AI","Research","29","AI Detection"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac6b3508aeffb3511628a_preview.png","Palette","Use AI to colorize black and white photos","Image Improvement","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c714956f3a6d6c1feb4395_955484c8-8453-4fc8-9a05-3514e4310065.png","Bito","A suite of coding tools for developers","Generative Code","29",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639e81768defc00b11d66e38_Image-1.jpeg","Voicemod","Voice transformer and modifier","Voice Modulation","28",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00a9fbc31e7eb3a37a1_Large-Logo-Text-small-size-1.png","Resemble.ai","AI realistic text-to-speech voice generator - Can train your own voice","Text-To-Speech","28",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f7c4386a6d2c2fd195b_charisma-og.png","Charisma","Create interactive stories and digital characters","Gaming","28",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba7508ab6b9ef6a2c96_63ba5f7f944baf7705a0aacf_Screenshot%2520(140).png","SkipVid","Summarize Youtube videos in one click","Research","28","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd91f9aeb49caa808aa_63d17336ea89130b5e48ca99_MapsGPT%2520SEO%2520Image%2520(2).png","MapsGPT","Helps users quickly find and explore interesting places near them","For Fun","28",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2135453755657e945f8a3_63a114b3ae022514d5de69ef_Screenshot%2520(45).png","Explainpaper","Upload a paper, highlight confusing text, get an explanation.","Research","28","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a148b37e99d4f498c82_62a860f6354c094b8a47373a_features-Type-Studio.png","Type Studio","All-in-one editing tool with transcription, video editing, and repurposing","Video Editing","28","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda56abb5d0f5e6beb337d_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1666626080250x651066124281168600%252FAI_Social_Bio_social_share.jpeg","AI Social Bio","Creates custom social media bios based on user interests and goals","Social Media","28",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edc72f391a24d9687581_tweet-to-video.png","Tweet to Video","Turn your Tweet into a video to share as TikTok, Instagram Reel, Youtube Short and more.","Social Media","28","Generative Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b5bfc1ad98e25cec523d4a_TB_home_img.png","TubeBuddy","YouTube optimization and SEO tool","Copywriting","28","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac31aab43ca97f72593f5_watermark_remover.jpeg","Watermark Remover","Use AI to remove watermarks from an image","Image Improvement","28","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639fa807de9394eb823c02db_63769fa40123c0578ff42ca2_DescriptHero%2520(1).png","Descript","Train your own voice and use it for text-to-speech","Text-To-Speech","28","Speech-To-Text"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7d5f579cadc69f4db2b_square.png","Magenta Studio","Music plugins that use AI to generate music","Music","27",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be5084ce38b86d0c70e955_63614d5a27f99c5cf7a665c0_share_thumb.png","SEO.ai","AI powered SEO content platform","Copywriting","27","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150550ebce31a75252ac_OGP.png","AI Code Reviewer","Automatic code review by AI","Generative Code","27",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d4096880fecd315b0d9876_611530ccf9a74fe807efc63e_open-graph.png","Scalenut","Platform that helps businesses plan, research, create, and optimize content","Copywriting","27",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dab0edc4b3367511599e28_pebblely-card.jpeg","Pebblely","AI product photo generator","Generative Art","27",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329de9500252373a0d295_BrowseGPT.jpeg","BrowseGPT","AI-powered Chrome extension to automate web browsing tasks","Research","27",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dabe5f5f52c02edda57679_Screenshot-2-1-2023-11.32.42%20AM.png","Rose.ai","Enables users to find, engage, visualize, and share data.","Finance","27","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00d5e72f44ca9582a54_polycam.png","Polycam","Scan real world items into 3D images","Image Scanning","27","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dc0dd5c765c55872dbccd6_wBuQ5-Kc-wD9G8Iwjxwcbi_ke50FF-17edCZKxvsgJNR3VJ3ZUQR8bC7ROOLtOtusQFf1CsWLB9Ngf0EtukZHTV7UQ%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","Second Brain","Chrome extension AI writing assistant","Copywriting","27","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab5e48360552f5d946d_63a3bb1104383d5ee49360a8_Screenshot%2520(57).png","Deciphr AI","Deciphr timestamps and summarizes your entire podcast transcript for you","Speech-To-Text","27","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d812cb7e1d437cfe03d392_Screenshot-2022-12-26-at-9.58.16-PM.png","whot tech","GPT-3 and DALL·E 2 on WhatsApp","Chat","27","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abd4e956c2ddc6d9883_63b5dbad5fe0de021252cbc3_6361da761a3e49c73bfe26b8_Screen%2520Shot%25202022-11-01%2520at%25208.48.13%2520PM-p-500.png","MindSmith","Generate a micro-course with the help of AI","Marketing","27","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5952634bed2769538cda4_one-shot-talking-face.png","One Shot Talking Face","Upload an image of a face and animate it to audio","Generative Video","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39c68d3ad570bde15798_R.O.B.%2BLogo.png","R.O.B. (Robot Of Business)","A tool to generate websites with content.","Marketing","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a11265fbd6b3b0dff5a_og.png","ogen.ai","Automatically create an OG Image/Cover Photo from a given link","Generative Art","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed5009d6839bc77069f4e8_example.png","Fantoons","A tool for creating harry potter fan comics and stories.","For Fun","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d959cb1fda34241dc57d88_social.png","Poly","AI-generated 3D textures and renders","Generative Art","26","Gaming"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d959c9436e59e9850dd208_expert-AInew.png","ExpertAI","Connects users with AI ""experts"" in a variety of fields","Chat","26","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef4e77bf44a400a183718c_controlnetpose-logo.png","ControlNet Pose","A tool to create images with the same pose as the input image.","Generative Art","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a23df80d1f2c68c8e9ff37_d3cf5168-9057-4528-b9d9-4cc5cae66f96.jpeg","AI Library","Catalog of 600+ neural networks and tools for art and CG","Aggregators","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d030037afc8660a0632333_213841672-da4ff1a3-11ce-482d-96d8-306997587241.png","MagicSlides App","Create Presentation Slides with AI","Copywriting","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d020422be91716b79775b3_og-cover.jpeg","Pattern Cafe","AI-prompted seamless patterns","Generative Art","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c860d38b0dd642fbd03d6b_Screenshot-1-18-2023-12.30.19%20PM.png","Reflect","The Ultimate Note-Taking Tool","Productivity","26","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e403bc4dd5cd7c190ae1db_logo_dark-13.webp","Article Summarizer","Article summarization tool","Research","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bb5e4da5cc0a82ad766c58_promptextend2.png","PromptExtend","AI Art Prompt Generator","Prompt Guides","26",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e32e1e2f614d1de98ab0e8_Screenshot-2-7-2023-9.06.08%20PM.png","fyli","Create personalized AI chatbots without writing code","Chat","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a21505945e5ee2014837c2_639793ad11defcc773d9980a_screenshot-airops-sidekick-%25231.png","AI Data Sidekick","Write SQL, documentation and more with powerful AI recipes","Generative Code","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf00c9f5b871293218516e_Spell-Check-and-Grammar-Checker-Corrector-App.webp","Corrector App","Spell Check, Grammar Checker and Punctuation Checker","Copywriting","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf2365eac5d52eb3cd153d_Screenshot%20(168).png","Fingerprint for Success","An AI-powered life coach","Self-Improvement","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c2edcb6dceee818cc89744_edGOSyKTILc3BjVnxQIX4JRUChA.jpeg","All Things AI","A comprehensive directory of AI tools and services","Aggregators","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e28c6fa9a28e55cc6687_qtpb8td9wpmynlrs.svg","Audo AI","AI Powered Background Noise Removal","Podcasting","25","Voice Modulation"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed5002df6b85597f43e557_best-photo-editor-cover.jpeg","Pixlr","A tool for photo creating, editing and design.","Image Improvement","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e70864b6df3b0c23eb99a7_Screenshot-2-10-2023-7.15.38%20PM.png","Chatmate AI","Artificial people to be friends with","Chat","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e8ab38a19e87770e32406c_usegalileo-logo.png","Galileo AI","A design tool to create editable UI designs from text descriptions and images.","Marketing","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cdee4d45b167affd5a68cb_mYdIuVkNpHMnjkTWJFwsxP8BGLs.png","Jenni AI","AI writing assistant","Copywriting","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329d12c5f1af394b30c6c_Banner.png","Extractify","Generate content from YouTube videos for Twitter, LinkedIn, and other platforms","Social Media","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ab4013873fff8a03ddd5e8_og.jpeg","ChatGPT Writer","Chrome extension to generate emails and replies for Gmail","Productivity","25",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda56b2a1941452d8c5e74_6125074c2ace3be392f57afd_1.jpeg","Digital First AI","Find growth-hacking tactics for your business with AI","Marketing","25","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e403c59d1a232bb0ee2d9b_image-to-sound-fx.png","Image To Sound FX","Create audio from images","For Fun","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd61c216341c7b61fb639b_brain-generated256.png","Text Generator","Generates high quality text quickly","Copywriting","24","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c05d33aefbac4164842c9a_colourful-cubist-parrot.jpeg","NightCafe Creator","AI Art Generator with a community features and printing service","Generative Art","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e403c257b8e7627e6a88c9_og-image.png","ConversAI","Helps users respond to conversations quickly and easily","Productivity","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac35adbfce8ebe420d6_63b30b97941bfa425514f071_rizz.efe596118f435171b1bf.png","Rizz! Keyboard","Brings GPT text generation to the iPhone keyboard","Copywriting","24","Social Media"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bc4b6784fabd55b99836d5___2023-01-05__211315.png","Project Description Generator","AI Project Description Generator","Inspiration","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccece7ec3cc76c51d3832_teaser.jpeg","Hotpot Art Generator","Simple free AI art generator","Generative Art","24","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a23b5c41bfdb8e5836c0e5_63a2156f2733122d68b1a3ae_Screenshot%2520(51).png","Unschooler","Personal AI mentor that adapts tutorials to your skills and career","Chat","24","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ed5001abd4190d2608d330_og.png","GitFluence","A tool to get git command for any task.","Prompt Guides","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e16a1392bbdabd595690df_share.png","Summate.it","Quickly summarize web articles.","Productivity","24",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c5952764c2a0c6e21d97bc_logo2.png","Magic Thumbnails","Generate custom YouTube thumbnails","Generative Art","24","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ade7c4eaa7ea52e2941ef8_covr.png","StockImg AI","Generate logo, stock image, poster, book-cover and more","Generative Art","24","Marketing"
